检索关键词,岗位名称,省份,城市,薪资原始文本,平均月薪,学历门槛,工作年限要求,企业名称
数据分析师,数据分析师（滴滴能源）,浙江,浙江省杭州市,40000-55000元/月,47500.0,本科,5-10年,北京嘀嘀无限科技发展有限公司
数据分析师,python数据分析师,浙江,浙江省杭州市,8000-10000元/月,9000.0,本科,1-3年,杭州荣安科技有限公司
数据分析师,Senior 数据分析师,浙江,浙江省杭州市,20000-40000元/月,30000.0,不限,不限,高帆破浪科技浙江有限责任公司
数据分析师,跨境电商数据分析师,浙江,浙江省宁波市,7000-10000元/月,8500.0,本科,1-3年,宁波佑华信息科技有限公司
数据分析师,资深数据分析师,浙江,浙江省杭州市,20000-30000元/月,25000.0,本科,5-10年,杭州柏鹿信息技术有限公司
数据分析师,跨境电商数据分析师,浙江,浙江省温州市,6000-10000元/月,8000.0,本科,1-3年,温州市谷源电子商务有限公司
数据分析师,数据分析师(DTC）,浙江,浙江省宁波市,15000-22000元/月,18500.0,本科,1-3年,宁波市阳普生进出口有限公司
数据分析师,数据分析师-AI业务,浙江,浙江省杭州市,25000-40000元/月,32500.0,本科,3-5年,阿里巴巴中国有限公司
数据分析师,金融数据分析师,浙江,浙江省杭州市,12000-15000元/月,13500.0,本科,3-5年,道富信息科技浙江有限公司
数据分析师,Ai安全大数据分析师,浙江,浙江省杭州市,10000-11000元/月,10500.0,本科,5-10年,杭州彼特博纳科技有限公司
数据分析师,IT侧数据分析师,浙江,浙江省宁波市,6000-10000元/月,8000.0,本科,1-3年,深圳图威创智科技有限公司
数据分析师,数据安全分析工程师,浙江,浙江省杭州市,12000-16000元/月,14000.0,本科,3-5年,杭州安恒信息技术股份有限公司
数据分析师,bi数据分析师,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,3-5年,浙江麦瑞克科技有限公司
数据分析师,BI数据分析师,浙江,浙江省杭州市,6000-10000元/月,8000.0,本科,1-3年,杭州出新网络科技有限公司
数据分析师,Python数据分析师,浙江,浙江省杭州市,10000-15000元/月,12500.0,本科,3-5年,意法商业集团有限公司
数据分析师,跨境电商数据分析师,浙江,浙江省杭州市,20000-35000元/月,27500.0,本科,3-5年,深圳希音信息技术有限公司
数据分析师,大气数据分析工程师,浙江,浙江省丽水市,6000-8000元/月,7000.0,大专,1-3年,中科软件系统深圳股份有限公司
数据分析师,Senior 数据分析师-用增/商业化方向,浙江,浙江省杭州市,20000-40000元/月,30000.0,不限,不限,高帆破浪科技浙江有限责任公司杭州分公司
数据分析师,数据分析师+双休+五险一金,浙江,浙江省杭州市,13000-20000元/月,16500.0,本科,3-5年,杭州云享互联网络科技有限公司
数据分析师,高德直招-商家满意数据分析师,浙江,浙江省杭州市,30000-50000元/月,40000.0,本科,5-10年,北京高德云图科技有限公司
数据分析师,BI数据分析师(A43714),浙江,浙江省杭州市,20000-35000元/月,27500.0,本科,不限,浙江麦瑞克科技有限公司
数据分析师,数据分析师（跨境电商）,浙江,浙江省金华市,8000-12000元/月,10000.0,本科,1-3年,鸿旭家用电器义乌有限公司
数据分析师,中台数据分析师（短剧/小说）,浙江,浙江省杭州市,12000-18000元/月,15000.0,本科,1-3年,杭州刚刚好影视有限公司
数据分析师,数据分析建模工程师-ZHJT,浙江,浙江省杭州市,15000-30000元/月,22500.0,本科,3-5年,每日互动股份有限公司
数据分析师,高级数据分析师(J10500),浙江,浙江省杭州市,10000-15000元/月,12500.0,本科,3-5年,卓尚服饰杭州有限公司
数据分析师,资深数据分析师（偏分析方向）,浙江,浙江省杭州市,13000-20000元/月,16500.0,本科,5-10年,杭州公里购科技股份有限公司
数据分析师,数据分析师-海外广告投放 & 归因,浙江,浙江省杭州市,11000-15000元/月,13000.0,本科,1-3年,杭州元启视界科技有限公司
数据分析师,Meta分析临床数据分析工程师,浙江,浙江省杭州市,8500-25000元/月,16750.0,硕士,不限,河北橙方信息技术有限公司
数据分析师,高德直招-商业数据分析师,浙江,浙江省杭州市,30000-50000元/月,40000.0,本科,5-10年,北京高德云图科技有限公司
数据分析师,数据分析建模师（长期出差）,浙江,浙江省杭州市,15000-30000元/月,22500.0,本科,3-5年,中科聚信信息技术北京有限公司
数据分析师,数据分析&数据挖掘工程师,浙江,浙江省杭州市,30000-50000元/月,40000.0,本科,3-5年,阿里巴巴中国网络技术有限公司
数据分析师,数据分析师（A205659）,浙江,浙江省杭州市,15000-30000元/月,22500.0,本科,3-5年,浙江麦瑞克科技有限公司
数据分析师,淘天集团-高级数据分析师,浙江,浙江省杭州市,25000-45000元/月,35000.0,本科,3-5年,阿里巴巴中国有限公司
数据分析师,数据分析工程师（To C）,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,不限,杭州群核信息技术有限公司
数据分析师,数据分析工程师（To B）,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,不限,杭州群核信息技术有限公司
数据分析师,数据分析资深工程师（To B）,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,5-10年,杭州群核信息技术有限公司
数据分析师,数据分析资深工程师（To C）,浙江,浙江省杭州市,15000-25000元/月,20000.0,本科,5-10年,杭州群核信息技术有限公司
数据分析师,python数据分析工程师,浙江,浙江省杭州市,7000-9000元/月,8000.0,本科,1-3年,杭州能欣投资有限公司
数据分析师,大数据分析师,安徽,安徽省合肥市,10000-13000元/月,11500.0,本科,3-5年,安徽鼎校甄选科技有限公司
数据分析师,大数据分析师,安徽,安徽省芜湖市,11000-20000元/月,15500.0,本科,不限,信义光能芜湖有限公司
数据分析师,资深数据分析师,安徽,安徽省合肥市,8000-10000元/月,9000.0,硕士,1-3年,合肥转化界科技服务有限公司
数据分析师,数据分析工程师《薪资面议》,安徽,安徽省合肥市,11000-20000元/月,15500.0,本科,3-5年,阳光电源股份有限公司
数据分析师,振动数据分析工程师,安徽,安徽省合肥市,5000-7000元/月,6000.0,本科,1-3年,安徽交泰智能技术有限公司
数据分析师,充电大数据分析师,安徽,安徽省芜湖市,20000-30000元/月,25000.0,硕士,3-5年,奇瑞汽车股份有限公司
数据分析师,数据分析工程师-地铁二号线,安徽,安徽省合肥市,7000-8000元/月,7500.0,大专,1-3年,合肥麦序供应链管理有限公司
数据分析师,电商数据分析师,安徽,安徽省亳州市,6000-10000元/月,8000.0,不限,1-3年,天津知你所需地毯有限公司
数据分析师,益智游戏数据分析师（接受应届生）,安徽,安徽省合肥市,8000-12000元/月,10000.0,硕士,不限,合肥常春藤移动科技有限公司
数据分析师,数据分析工程师,安徽,安徽省铜陵市,9000-14000元/月,11500.0,本科,3-5年,苏州旭创科技有限公司
数据分析师,服务板块数据分析师,安徽,安徽省合肥市,10000-15000元/月,12500.0,本科,5-10年,阳光电源股份有限公司
数据分析师,金融数据分析师,安徽,安徽省合肥市,9000-14000元/月,11500.0,硕士,不限,上海大智慧财汇数据科技有限公司
数据分析师,数据分析工程师 (J17272),安徽,安徽省合肥市,20000-30000元/月,25000.0,硕士,5-10年,长鑫科技集团股份有限公司
数据分析师,智能算法研发工程师（数据分析-工业）,安徽,安徽省合肥市,20000-30000元/月,25000.0,硕士,3-5年,合肥国轩高科动力能源有限公司
数据分析师,亚马逊数据分析师(双休+五险一金),安徽,安徽省合肥市,7000-12000元/月,9500.0,本科,不限,合肥市合趣网络科技有限公司
数据分析师,临床研究/临床数据分析师、讲师-合肥,安徽,安徽省合肥市,5000-15000元/月,10000.0,硕士,不限,沿长科技成都有限公司
数据分析师,BI数据分析师,福建,福建省福州市,8000-12000元/月,10000.0,本科,3-5年,福州汉斯曼产品质量技术服务有限公司
数据分析师,数据分析师助理,福建,福建省厦门市,7000-9000元/月,8000.0,硕士,1-3年,厦门云瀚星辰文化有限公司
数据分析师,运营数据分析师,福建,福建省厦门市,15000-20000元/月,17500.0,本科,1-3年,厦门云瀚星辰文化有限公司
数据分析师,电商数据分析师,福建,福建省泉州市,5000-7000元/月,6000.0,大专,1-3年,泉州熔点商贸有限公司
数据分析师,大数据分析师,福建,福建省厦门市,9000-14000元/月,11500.0,本科,3-5年,厦门多多虎网络科技有限公司
数据分析师,数据分析师（Python方向）/ 电商数据分析师,福建,福建省福州市,9000-13000元/月,11000.0,大专,不限,福州伊隐文网络科技有限公司
数据分析师,电商数据分析师,福建,福建省福州市,9000-13000元/月,11000.0,大专,不限,福州伊隐文网络科技有限公司
数据分析师,商品数据分析师,福建,福建省厦门市,7000-10000元/月,8500.0,本科,3-5年,蒙特威斯厦门服装科技有限公司
数据分析师,大数据分析师,福建,福建省厦门市,6000-8000元/月,7000.0,大专,1-3年,厦门国海进出口有限公司
数据分析师,数据埋点分析师,福建,福建省福州市,8000-12000元/月,10000.0,本科,3-5年,北京易享信息技术有限公司
数据分析师,电商数据分析师,福建,福建省福州市,12000-15000元/月,13500.0,本科,1-3年,福州伊隐文网络科技有限公司
数据分析师,营销数据分析师,福建,福建省福州市,6000-10000元/月,8000.0,本科,1-3年,福州市网翔网络科技有限公司
数据分析师,高级数据分析师,福建,福建省福州市,15000-20000元/月,17500.0,本科,3-5年,福州市网翔网络科技有限公司
数据分析师,电商-数据分析师,福建,福建省厦门市,6000-11000元/月,8500.0,本科,1-3年,厦门破岩星驰品牌管理有限公司
数据分析师,大数据分析师,福建,福建省厦门市,6000-11000元/月,8500.0,不限,1-3年,厦门市微英达网络科技有限公司
数据分析师,电商数据分析师,福建,福建省厦门市,7000-12000元/月,9500.0,本科,1-3年,厦门朗驰科技有限公司
数据分析师,电商数据分析师,福建,福建省厦门市,7000-12000元/月,9500.0,本科,1-3年,厦门朗驰科技有限公司
数据分析师,高级数据分析师（供应链）,福建,福建省福州市,13000-25000元/月,19000.0,大专,3-5年,福建省醉得意餐饮管理有限公司
数据分析师,电商选品专员/数据分析师,福建,福建省龙岩市,4000-5000元/月,4500.0,大专,1-3年,龙岩市环贸网络科技有限公司
数据分析师,高级电商数据分析师,福建,福建省泉州市,15000-25000元/月,20000.0,本科,5-10年,福建新时颖科技有限公司
数据分析师,数据分析师（供应链）双休,福建,福建省福州市,7000-11000元/月,9000.0,本科,3-5年,福建省醉得意餐饮管理有限公司
数据分析师,python数据分析师,福建,福建省福州市,9000-13000元/月,11000.0,大专,1-3年,福州伊隐文网络科技有限公司
数据分析师,数据分析师助理+氛围好,福建,福建省厦门市,7000-9000元/月,8000.0,本科,1-3年,厦门粉多多网络科技有限公司
数据分析师,数据分析师（绩效）,福建,福建省厦门市,9000-14000元/月,11500.0,本科,1-3年,厦门特宝生物工程股份有限公司
数据分析师,数据分析师-电商项目,福建,福建省福州市,15000-25000元/月,20000.0,本科,3-5年,福州纯朴科技集团有限公司
数据分析师,制程工程师（数据分析与可视化方向）,福建,福建省厦门市,8000-13000元/月,10500.0,本科,1-3年,友达光电厦门有限公司
数据分析师,大气数据分析工程师,福建,福建省福州市,5000-7000元/月,6000.0,本科,不限,广州华粤科技有限公司
数据分析师,C端app数据分析师,福建,福建省厦门市,11000-20000元/月,15500.0,本科,3-5年,厦门铠甲网络股份有限公司
数据分析师,数据分析师（法律专业）,福建,福建省福州市,4000-6000元/月,5000.0,本科,1-3年,福建法意科技有限公司
数据分析师,Metabase数据分析师,福建,福建省厦门市,6000-8000元/月,7000.0,本科,1-3年,厦门魔川科技有限公司
数据分析师,数据分析师-营销侧,福建,福建省福州市,6000-10000元/月,8000.0,大专,1-3年,福州市网翔网络科技有限公司
数据分析师,亚马逊数据分析师,福建,福建省福州市,6000-8000元/月,7000.0,不限,不限,福州全洋超杰贸易有限公司
数据分析师,python数据分析工程师,福建,福建省福州市,8000-13000元/月,10500.0,本科,1-3年,福州伊隐文网络科技有限公司
数据分析师,数据分析师（base福州）,福建,福建省福州市,8000-13000元/月,10500.0,本科,不限,扬腾创新福建信息科技股份有限公司
数据分析师,跨境电商数据分析师,福建,福建省福州市,6000-8000元/月,7000.0,本科,1-3年,泉州市又恩米电子商务有限公司
数据分析师,ai数据分析师（漳州）,福建,福建省漳州市,3000-4000元/月,3500.0,大专,不限,申朴信息技术上海股份有限公司
